Regional Economy,Statistic,Value,Footnote,Unit of Measurement,Year,Sustainable Development Goal,ADB Country Code
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Urban)",…,,%,2017,6.2.1,TAJ
Tajikistan,Proportion of Population with Access to Electricity,99.3,,%,2017,7.1.1,TAJ
Tajikistan,Proportion of Seats Held by Women in National Parliaments,19.05,,%,2019,5.5.1,TAJ
Tajikistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Lower Secondary),…,,%,2018,4.c.1,TAJ
Tajikistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Preprimary),100,5,%,2016,4.c.1,TAJ
Tajikistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Primary),100,6,%,2017,4.c.1,TAJ
Tajikistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Upper Secondary),…,,%,2018,4.c.1,TAJ
Tajikistan,Renewable Energy Share in the Total Final Energy Consumption,41.69,,%,2017,7.2.1,TAJ
Tajikistan,Surface Area,141.38,,'000  km2,,,TAJ
Tajikistan,Total Fertility Rate,3.59,,births per woman,2018,,TAJ
Tajikistan,Total Official Flows for Infrastructure - Official Development Assistance (ODA),188.25,,"disbursements, constant 2017, $ million",2018,9.a.1,TAJ
Tajikistan,Total Official Flows for Infrastructure - Other Official Flows (OOF),23.52,,"disbursements, constant 2017, $ million",2018,9.a.1,TAJ
Tajikistan,Total Outstanding,2924,,$ million,2018,,TAJ
Tajikistan,Total Outstanding,31.77,,% of GNI,2018,,TAJ
Tajikistan,Total Population,9.23,,million,2019,,TAJ
Tajikistan,Trade Balance,-24.48,,% of GDP,2019,,TAJ
Tajikistan,Tuberculosis Incidence,84,,"per 100,000 population",2018,3.3.2,TAJ
Tajikistan,Under-5 Mortality Rate,34.8,,"per 1,000 live births",2018,3.2.1,TAJ
Tajikistan,"Unemployment Rate, by Sex (Female)",9.94,,%,2019,8.5.2,TAJ
Tajikistan,"Unemployment Rate, by Sex (Male)",11.66,,%,2019,8.5.2,TAJ
Tajikistan,"Unemployment Rate, by Sex (Total)",11.02,,%,2019,8.5.2,TAJ
Tajikistan,Volume of Remittances in United States Dollars as a Proportion of Total GDP,29.02,,%,2018,17.3.2,TAJ
Thailand,Age Dependency Ratio,40.82,,% of working-age population,2018,,THA
Thailand,"Annual Change 
in Money Supply",3.64,,%,2019,,THA
Thailand,"Annual Growth Rate of GDP



",2.37,,%,2019,,THA
Thailand,Annual Growth Rate of Real GDP per Employed Person,2.65,,%,2019,8.2.1,THA
Thailand,Annual Real Growth Rates on Value Added (Agriculture),0.12,,%,2019,,THA
Thailand,Annual Real Growth Rates on Value Added (Industry),0.12,,%,2019,,THA
Thailand,Annual Real Growth Rates on Value Added (Services),4,,%,2019,,THA
Thailand,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,26.6,,μg/m3,2016,11.6.2,THA
Thailand,Average Annual Population Growth Rate,0.31,,%,2014-2019,,THA
Thailand,CO2 Emissions,244.25,,Million Metric Tons,2017,9.4.1,THA
Thailand,CO2 Emissions,0.22,,Per Unit of GDP (PPP),2017,9.4.1,THA
Thailand,Coverage of Protected Areas in Relation to Marine Areas,1.57,,%,2018,14.5.1,THA
Thailand,Current Account Balance,6.7,,% of GDP,2019,,THA
Thailand,Debt Service as a Percentage of Exports of Goods and Services,0.46,,%,2018,17.4.1,THA
Thailand,Domestic Material Consumption,879.07,,Million Metric Tons,2017,12.2.2,THA
Thailand,Domestic Material Consumption,12.73,,Per Capita,2017,12.2.2,THA
Thailand,Forest Area as a Proportion of Total Land Area,32.1,,%,2015,15.1.1,THA
Thailand,Government Finance - Expenditure,17.7,,% of  GDP,2019,,THA
Thailand,Government Finance - Fiscal Balance,-1.8,,% of  GDP,2019,,THA
Thailand,Government Finance - Revenue,15.1,,% of  GDP,2019,,THA
Thailand,Gross Domestic Investment,23.95,,% of GDP,2019,,THA
Thailand,Gross International Reserves,224326.66,,$ million,2019,,THA
Thailand,Growth Rate of Merchandise Exports,-3.24,,%,2019,,THA
Thailand,Growth Rate of Merchandise Imports,-5.41,,%,2019,,THA
Thailand,Growth Rates of Household Expenditure or Income per Capita,1.15,,%,2014-2018,10.1.1,THA
Thailand,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.45,,%,2014-2018,10.1.1,THA
Thailand,Inflation Rate,0.71,,%,2019,,THA
Thailand,Material Footprint,1033.12,,Million Metric Tons,2017,12.2.1,THA
Thailand,Material Footprint,14.96,,Per Capita,2017,12.2.1,THA
Thailand,Maternal Mortality Ratio,37,,"per 100,000 live births",2017,3.1.1,THA
Thailand,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",14.5,,%,2016,3.4.1,THA
Thailand,Neonatal Mortality Rate,5,,"per 1,000 live births",2018,3.2.2,THA
Thailand,"Nominal Gross Domestic Product
(GDP)



",543.65,,$ billion,2019,,THA
Thailand,Number of ATMs,115.25,,"per 100,000 adults",2018,8.10.1,THA
Thailand,Number of Commercial Bank Branches ,11.7,,"per 100,000 adults",2018,8.10.1,THA
Thailand,Participation Rate in Organized Learning (1 year before the official primary entry age) (Female),91.09,4,%,2015,4.2.2,THA
Thailand,Participation Rate in Organized Learning (1 year before the official primary entry age) (Male),100,4,%,2015,4.2.2,THA
Thailand,Participation Rate in Organized Learning (1 year before the official primary entry age) (Total),95.68,4,%,2015,4.2.2,THA
Thailand,"Per Capita Gross National Income (GNI), Atlas Method",6610,,$,2018,,THA
Thailand,Population Density,133,,persons per km2 of surface area,2019,,THA
Thailand,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,8.2,5,%,2016,2.2.2,THA
Thailand,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.39,5,%,,2.2.2,THA
Thailand,Prevalence of Stunting among Children under 5 Years of Age,10.52,5,%,2016,2.2.1,THA
Thailand,Prevalence of Undernourishment,7.8,,%,2016-2018,2.1.1,THA
Thailand,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,81.59,,%,2017,8.10.2,THA
Thailand,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.5,,%,2016,16.9.1,THA
Thailand,Proportion of Employed Population below $1.90 PPP a Day (Female),0.01,,%,2019,1.1.1,THA
Thailand,Proportion of Employed Population below $1.90 PPP a Day (Male),0.01,,%,2019,1.1.1,THA
Thailand,Proportion of Employed Population below $1.90 PPP a Day (Total),0.01,,%,2019,1.1.1,THA
Thailand,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.02,,%,2018,,THA
Thailand,Proportion of Population Covered by Mobile Network - 2G,98,,%,2018,9.c.1,THA
Thailand,Proportion of Population Covered by Mobile Network - 3G,98,,%,2018,9.c.1,THA
Thailand,Proportion of Population Covered by Mobile Network - LTE/WiMAX,98,,%,2018,9.c.1,THA
Thailand,"Proportion of Population Living below
the National Poverty Line",9.85,,%,2018,,THA
Thailand,Proportion of Population Using Safely Managed Drinking Water Services (Rural),…,,%,2017,6.1.1,THA
Thailand,Proportion of Population Using Safely Managed Drinking Water Services (Total),…,,%,2017,6.1.1,THA
Thailand,Proportion of Population Using Safely Managed Drinking Water Services (Urban),…,,%,2017,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Rural)",…,,%,2017,6.2.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Total)",…,,%,2017,6.2.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Urban)",…,,%,2017,6.2.1,THA
Thailand,Proportion of Population with Access to Electricity,100,,%,2017,7.1.1,THA
Thailand,Proportion of Seats Held by Women in National Parliaments,16.2,,%,2019,5.5.1,THA
Thailand,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Lower Secondary),100,,%,2018,4.c.1,THA
Thailand,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Preprimary),…,,%,2018,4.c.1,THA
Thailand,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Primary),100,,%,2018,4.c.1,THA
Thailand,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Upper Secondary),100,,%,2018,4.c.1,THA
Thailand,Renewable Energy Share in the Total Final Energy Consumption,22.69,,%,2017,7.2.1,THA
Thailand,Surface Area,513.12,,'000  km2,,,THA
Thailand,Total Fertility Rate,1.53,,births per woman,2018,,THA
Thailand,Total Official Flows for Infrastructure - Official Development Assistance (ODA),242.2,,"disbursements, constant 2017, $ million",2018,9.a.1,THA
Thailand,Total Official Flows for Infrastructure - Other Official Flows (OOF),274.82,,"disbursements, constant 2017, $ million",2018,9.a.1,THA
Thailand,Total Outstanding,162376.12,,$ million,2018,,THA
Thailand,Total Outstanding,35.4,,% of GNI,2018,,THA
Thailand,Total Population,68.04,,million,2019,,THA
Thailand,Trade Balance,4.9,,% of GDP,2019,,THA
Thailand,Tuberculosis Incidence,153,,"per 100,000 population",2018,3.3.2,THA
Thailand,Under-5 Mortality Rate,9.1,,"per 1,000 live births",2018,3.2.1,THA
Thailand,"Unemployment Rate, by Sex (Female)",0.74,,%,2019,8.5.2,THA
Thailand,"Unemployment Rate, by Sex (Male)",0.76,,%,2019,8.5.2,THA
Thailand,"Unemployment Rate, by Sex (Total)",0.75,,%,2019,8.5.2,THA
Thailand,Volume of Remittances in United States Dollars as a Proportion of Total GDP,1.48,,%,2018,17.3.2,THA
Timor-Leste,Age Dependency Ratio,72.7,,% of working-age population,2018,,TIM
Timor-Leste,"Annual Change 
in Money Supply",-13.06,,%,2019,,TIM
Timor-Leste,"Annual Growth Rate of GDP



",3.4,,%,2019,,TIM
Timor-Leste,Annual Growth Rate of Real GDP per Employed Person,1.87,,%,2019,8.2.1,TIM
Timor-Leste,Annual Real Growth Rates on Value Added (Agriculture),-1.74,,%,2019,,TIM
Timor-Leste,Annual Real Growth Rates on Value Added (Industry),-3.59,,%,2019,,TIM
Timor-Leste,Annual Real Growth Rates on Value Added (Services),5.35,,%,2019,,TIM
Timor-Leste,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,18.2,,μg/m3,2016,11.6.2,TIM
Timor-Leste,Average Annual Population Growth Rate,2.11,,%,2014-2019,,TIM
Timor-Leste,CO2 Emissions,…,,Million Metric Tons,2017,9.4.1,TIM
Timor-Leste,CO2 Emissions,…,,Per Unit of GDP (PPP),2017,9.4.1,TIM
Timor-Leste,Coverage of Protected Areas in Relation to Marine Areas,2.28,,%,2018,14.5.1,TIM
Timor-Leste,Current Account Balance,8.13,,% of GDP,2019,,TIM
Timor-Leste,Debt Service as a Percentage of Exports of Goods and Services,0.31,,%,2018,17.4.1,TIM
Timor-Leste,Domestic Material Consumption,10,,Million Metric Tons,2017,12.2.2,TIM
Timor-Leste,Domestic Material Consumption,7.72,,Per Capita,2017,12.2.2,TIM
Timor-Leste,Forest Area as a Proportion of Total Land Area,46.13,,%,2015,15.1.1,TIM
Timor-Leste,Government Finance - Expenditure,85.51,,% of  GDP,2019,,TIM
Timor-Leste,Government Finance - Fiscal Balance,7.97,,% of  GDP,2019,,TIM
Timor-Leste,Government Finance - Revenue,93.48,,% of  GDP,2019,,TIM
Timor-Leste,Gross Domestic Investment,26.45,,% of GDP,2019,,TIM
Timor-Leste,Gross International Reserves,18348.11,,$ million,2019,,TIM
Timor-Leste,Growth Rate of Merchandise Exports,5.5,,%,2019,,TIM
Timor-Leste,Growth Rate of Merchandise Imports,-3.38,,%,2019,,TIM
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita,…,,%,,10.1.1,TIM
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,%,,10.1.1,TIM
Timor-Leste,Inflation Rate,0.89,,%,2019,,TIM
Timor-Leste,Material Footprint,…,,Million Metric Tons,2017,12.2.1,TIM
Timor-Leste,Material Footprint,…,,Per Capita,2017,12.2.1,TIM
Timor-Leste,Maternal Mortality Ratio,142,,"per 100,000 live births",2017,3.1.1,TIM
Timor-Leste,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",19.9,,%,2016,3.4.1,TIM
Timor-Leste,Neonatal Mortality Rate,20.4,,"per 1,000 live births",2018,3.2.2,TIM
Timor-Leste,"Nominal Gross Domestic Product
(GDP)



",1.64,,$ billion,2019,,TIM
Timor-Leste,Number of ATMs,11.66,,"per 100,000 adults",2018,8.10.1,TIM
Timor-Leste,Number of Commercial Bank Branches ,6.34,,"per 100,000 adults",2018,8.10.1,TIM
Timor-Leste,Participation Rate in Organized Learning (1 year before the official primary entry age) (Female),42.31,,%,2018,4.2.2,TIM
Timor-Leste,Participation Rate in Organized Learning (1 year before the official primary entry age) (Male),42.96,,%,2018,4.2.2,TIM
Timor-Leste,Participation Rate in Organized Learning (1 year before the official primary entry age) (Total),42.64,,%,2018,4.2.2,TIM
Timor-Leste,"Per Capita Gross National Income (GNI), Atlas Method",1820,,$,2018,,TIM
Timor-Leste,Population Density,87,,persons per km2 of surface area,2019,,TIM
Timor-Leste,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.6,2,%,2013,2.2.2,TIM
Timor-Leste,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.89,2,%,,2.2.2,TIM
Timor-Leste,Prevalence of Stunting among Children under 5 Years of Age,51.65,2,%,2013,2.2.1,TIM
Timor-Leste,Prevalence of Undernourishment,24.9,,%,2016-2018,2.1.1,TIM
Timor-Leste,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,%,2017,8.10.2,TIM
Timor-Leste,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,60.4,,%,2016,16.9.1,TIM
Timor-Leste,Proportion of Employed Population below $1.90 PPP a Day (Female),20.63,,%,2019,1.1.1,TIM
Timor-Leste,Proportion of Employed Population below $1.90 PPP a Day (Male),22.75,,%,2019,1.1.1,TIM
Timor-Leste,Proportion of Employed Population below $1.90 PPP a Day (Total),21.8,,%,2019,1.1.1,TIM
Timor-Leste,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,30.72,3,%,2014,,TIM
Timor-Leste,Proportion of Population Covered by Mobile Network - 2G,96.5,,%,2018,9.c.1,TIM
Timor-Leste,Proportion of Population Covered by Mobile Network - 3G,96.5,,%,2018,9.c.1,TIM
Timor-Leste,Proportion of Population Covered by Mobile Network - LTE/WiMAX,40,,%,2018,9.c.1,TIM
Timor-Leste,"Proportion of Population Living below
the National Poverty Line",41.8,3,%,2014,,TIM
Timor-Leste,Proportion of Population Using Safely Managed Drinking Water Services (Rural),…,,%,2017,6.1.1,TIM
Timor-Leste,Proportion of Population Using Safely Managed Drinking Water Services (Total),…,,%,2017,6.1.1,TIM
Timor-Leste,Proportion of Population Using Safely Managed Drinking Water Services (Urban),…,,%,2017,6.1.1,TIM
Timor-Leste,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Rural)",…,,%,2017,6.2.1,TIM
Timor-Leste,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Total)",…,,%,2017,6.2.1,TIM
Timor-Leste,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Urban)",…,,%,2017,6.2.1,TIM
Timor-Leste,Proportion of Population with Access to Electricity,80.38,,%,2017,7.1.1,TIM
Timor-Leste,Proportion of Seats Held by Women in National Parliaments,38.46,,%,2019,5.5.1,TIM
Timor-Leste,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Lower Secondary),…,,%,2018,4.c.1,TIM
Timor-Leste,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Preprimary),…,,%,2018,4.c.1,TIM
Timor-Leste,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Primary),…,,%,2018,4.c.1,TIM
Timor-Leste,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Upper Secondary),…,,%,2018,4.c.1,TIM
Timor-Leste,Renewable Energy Share in the Total Final Energy Consumption,18.98,,%,2017,7.2.1,TIM
Timor-Leste,Surface Area,14.87,,'000  km2,,,TIM
Timor-Leste,Total Fertility Rate,4.02,,births per woman,2018,,TIM
Timor-Leste,Total Official Flows for Infrastructure - Official Development Assistance (ODA),35.98,,"disbursements, constant 2017, $ million",2018,9.a.1,TIM
Timor-Leste,Total Official Flows for Infrastructure - Other Official Flows (OOF),19.21,,"disbursements, constant 2017, $ million",2018,9.a.1,TIM
Timor-Leste,Total Outstanding,145.65,,$ million,2018,,TIM
Timor-Leste,Total Outstanding,6.32,,% of GNI,2018,,TIM
Timor-Leste,Total Population,1.29,,million,2019,,TIM
Timor-Leste,Trade Balance,-34.65,,% of GDP,2019,,TIM
Timor-Leste,Tuberculosis Incidence,498,,"per 100,000 population",2018,3.3.2,TIM
Timor-Leste,Under-5 Mortality Rate,45.8,,"per 1,000 live births",2018,3.2.1,TIM
Timor-Leste,"Unemployment Rate, by Sex (Female)",6.17,,%,2019,8.5.2,TIM
Timor-Leste,"Unemployment Rate, by Sex (Male)",3.19,,%,2019,8.5.2,TIM
Timor-Leste,"Unemployment Rate, by Sex (Total)",4.55,,%,2019,8.5.2,TIM
Timor-Leste,Volume of Remittances in United States Dollars as a Proportion of Total GDP,3.73,,%,2018,17.3.2,TIM
Tonga,Age Dependency Ratio,70.56,,% of working-age population,2018,,TON
Tonga,"Annual Change 
in Money Supply",3.5,,%,2019,,TON
Tonga,"Annual Growth Rate of GDP



",3,,%,2019,,TON
Tonga,Annual Growth Rate of Real GDP per Employed Person,1.81,,%,2019,8.2.1,TON
Tonga,Annual Real Growth Rates on Value Added (Agriculture),2.1,5,%,2016,,TON
Tonga,Annual Real Growth Rates on Value Added (Industry),7.76,5,%,2016,,TON
Tonga,Annual Real Growth Rates on Value Added (Services),3.65,5,%,2016,,TON
Tonga,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,10.2,,μg/m3,2016,11.6.2,TON
Tonga,Average Annual Population Growth Rate,-0.15,¤,%,2016-2019,,TON
Tonga,CO2 Emissions,…,,Million Metric Tons,2017,9.4.1,TON
Tonga,CO2 Emissions,…,,Per Unit of GDP (PPP),2017,9.4.1,TON
