Regional Economy,Statistic,Value,Year,Sustainable Development Goal,Country Code
Turkmenistan,"Tuberculosis Incidence (per 100,000 population)",70,2015,3.3.2,TKM
Turkmenistan,"Incidence of Malaria (per 1,000 population)",,,3.3.3,TKM
Turkmenistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",40.84,2012,3.4.1,TKM
Turkmenistan,"Death Rate due to Road Traffic Injuries (per 100,000 population)",17.4,2013,3.6.1,TKM
Turkmenistan,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),,,3.7.1,TKM
Turkmenistan,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",,,3.7.2,TKM
Turkmenistan,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",70.9,2012,3.9.1,TKM
Turkmenistan,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",5.84,2012,3.9.2,TKM
Turkmenistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",,,4.2.2,TKM
Turkmenistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",,,4.2.2,TKM
Turkmenistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",,,4.2.2,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,,4.c.1,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,TKM
Turkmenistan,Proportion of Seats Held by Women in National Parliaments (%),25.8,2016,5.5.1,TKM
Turkmenistan,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",,,6.1.1,TKM
Turkmenistan,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",,,6.1.1,TKM
Turkmenistan,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",,,6.1.1,TKM
Turkmenistan,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",,,6.2.1,TKM
Turkmenistan,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",,,6.2.1,TKM
Turkmenistan,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",,,6.2.1,TKM
Turkmenistan,Proportion of Population with Access to Electricity (%),100,2014,7.1.1,TKM
Turkmenistan,Renewal Energy Share in the Total Final Energy Consumption (%),0.04,2014,7.2.1,TKM
Turkmenistan,"Number of ATMs (per 100,000 adults)",,,8.10.1,TKM
Turkmenistan,"Number of Commercial Bank Branches (per 100,000 adults)",,,8.10.1,TKM
Turkmenistan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),2.17,2014,8.10.2,TKM
Turkmenistan,Annual Growth Rate of Real GDP per Employed Person (%),7.93,2015,8.2.1,TKM
Turkmenistan,"Unemployment Rate, Female (%)",2.3,2015,8.5.2,TKM
Turkmenistan,"Unemployment Rate, Male (%)",5.3,2015,8.5.2,TKM
Turkmenistan,"Unemployment Rate, Total (%)",4,2015,8.5.2,TKM
Turkmenistan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,TKM
Turkmenistan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,TKM
Turkmenistan,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",,,8.6.1,TKM
Turkmenistan,"CO2 Emissions, Million Metric Tons",67,2014,9.4.1,TKM
Turkmenistan,"CO2 Emissions, Per Unit of GDP (PPP)",0.87,2014,9.4.1,TKM
Turkmenistan,Total Official Flows for Infrastructure (constant 2014 $ million),13.89,2015,9.a.1,TKM
Turkmenistan,"Proportion of Population Covered by Mobile Network, 2G (%)",,,9.c.1,TKM
Turkmenistan,"Proportion of Population Covered by Mobile Network, 3G (%)",,,9.c.1,TKM
Turkmenistan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",,,9.c.1,TKM
Turkmenistan,Annual Change in Money Supply (%),7.2,2016,,TKM
Turkmenistan,"Central Government Finance, Expenditures (% of GDP)",15.9,2016,,TKM
Turkmenistan,"Central Government Finance, Fiscal Balance (% of  GDP)",-0.8,2016,,TKM
Turkmenistan,"Central Government Finance, Revenues (% of GDP)",15.1,2016,,TKM
Turkmenistan,Current Account Balance (% of GDP),-18.5,2016,,TKM
Turkmenistan,"External Debt, Total Outstanding (% of GNI)",21.07,2015,,TKM
Turkmenistan,"External Debt, Total Outstanding ($ million)",8354.22,2015,,TKM
Turkmenistan,Gross Domestic Investment (% of GDP),47.2,2015,,TKM
Turkmenistan,Gross Domestic Product (GDP) Annual Growth Rate (%),6.5,2015,,TKM
Turkmenistan,Gross Domestic Product (GDP) Annual Growth Rate (%),6.2,2016,,TKM
Turkmenistan,Gross International Reserves ($ million),32400,2014,,TKM
Turkmenistan,Growth Rate of Merchandise Exports (%),-15.43,2016,,TKM
Turkmenistan,Growth Rate of Merchandise Imports (%),-16.68,2016,,TKM
Turkmenistan,Inflation Rate (%),6,2016,,TKM
Turkmenistan,"Per Capita Gross National Income (GNI), Atlas Method (%)",7380,2015,,TKM
Turkmenistan,Trade Balance (% of GDP),2.74,2016,,TKM
Turkmenistan,"Value Added, Agriculture Annual Growth Rate (%)",12,2016,,TKM
Turkmenistan,"Value Added, Industry Annual Growth Rate (%)",1.2,2016,,TKM
Turkmenistan,"Value Added, Services Annual Growth Rate (%)",11,2016,,TKM
Tuvalu,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",65.56,2015,,TUV
Tuvalu,Average Annual Population Growth Rate (%),0.61,2011-2016,,TUV
Tuvalu,Gini Index (%),41.1,2010,,TUV
Tuvalu,"Land, Total Surface Area ('000  km2)",0.03,,,TUV
Tuvalu,Population Density (persons per km2 of total surface area),363.63,2016,,TUV
Tuvalu,Total Fertility Rate (births per woman),2.98,2016,,TUV
Tuvalu,Total Population (million),0.01,2016,,TUV
Tuvalu,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",,,1.1.1,TUV
Tuvalu,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",,,1.1.1,TUV
Tuvalu,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",,,1.1.1,TUV
Tuvalu,Proportion of Population below $1.90 Purchasing Power Parity (%),2.66,2010,1.1.1,TUV
Tuvalu,Proportion of Population Living below the National Poverty Line (%),26.3,2010,1.2.1,TUV
Tuvalu,Growth Rates of Household Expenditure or Income per Capita (%),,,10.1.1,TUV
Tuvalu,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),,,10.1.1,TUV
Tuvalu,Proportion of Urban Population Living in Slums (%),,,11.1.1,TUV
Tuvalu,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),,,11.6.2,TUV
Tuvalu,"Material Footprint, Million Metric Tons",,,12.2.1,TUV
Tuvalu,"Material Footprint, Per Capita",,,12.2.1,TUV
Tuvalu,"Domestic Material Consumption, Million Metric Tons",0.02,2010,12.2.2,TUV
Tuvalu,"Domestic Material Consumption, Per Capita",2.35,2010,12.2.2,TUV
Tuvalu,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,TUV
Tuvalu,Forest Area as a Proportion of Total Land Area (%),33.33,2015,15.1.1,TUV
Tuvalu,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),,,16.9.1,TUV
Tuvalu,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),12.42,2015,17.3.2,TUV
Tuvalu,Debt Service as a Percentage of Exports of Goods and Services (%),,,17.4.1,TUV
Tuvalu,Fixed Broadband Subscriptions (per 100 inhabitants),10.08,2015,17.6.2,TUV
Tuvalu,Proportion of Individuals Using the Internet (%),42.7,2015,17.8.1,TUV
Tuvalu,Prevalence of Undernourishment (%),,,2.1.1,TUV
Tuvalu,Prevalence of Stunting among Children under 5 Years of Age (%),,,2.2.1,TUV
Tuvalu,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),,,2.2.2,TUV
Tuvalu,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),,,2.2.2,TUV
Tuvalu,"Maternal Mortality Ratio (per 100,000 live births)",,,3.1.1,TUV
Tuvalu,Proportion of Births Attended by Skilled Health Personnel (%),,,3.1.2,TUV
Tuvalu,"Infant Mortality Rate (per 1,000 live births)",22.8,2015,3.2.1,TUV
Tuvalu,"Under-5 Mortality Rate (per 1,000 live births)",27.1,2015,3.2.1,TUV
Tuvalu,"Neonatal Mortality Rate (per 1,000 live births)",17.6,2015,3.2.2,TUV
Tuvalu,"Number of New HIV Infections (per 1,000 uninfected population)",,,3.3.1,TUV
Tuvalu,"Tuberculosis Incidence (per 100,000 population)",232,2015,3.3.2,TUV
Tuvalu,"Incidence of Malaria (per 1,000 population)",,,3.3.3,TUV
Tuvalu,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",,,3.4.1,TUV
Tuvalu,"Death Rate due to Road Traffic Injuries (per 100,000 population)",20.3,2013,3.6.1,TUV
Tuvalu,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),,,3.7.1,TUV
Tuvalu,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",,,3.7.2,TUV
Tuvalu,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",52.9,2012,3.9.1,TUV
Tuvalu,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",,,3.9.2,TUV
Tuvalu,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",100,2015,4.2.2,TUV
Tuvalu,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",94.02,2015,4.2.2,TUV
Tuvalu,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",96.89,2015,4.2.2,TUV
Tuvalu,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,TUV
Tuvalu,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",74.58,2014,4.c.1,TUV
Tuvalu,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,,4.c.1,TUV
Tuvalu,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,TUV
Tuvalu,Proportion of Seats Held by Women in National Parliaments (%),6.7,2016,5.5.1,TUV
Tuvalu,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",97.03,2015,6.1.1,TUV
Tuvalu,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",97.7,2015,6.1.1,TUV
Tuvalu,"Proportion of Population Using Improved Drinking Water Sources, Urban (%)",98.3,2015,6.1.1,TUV
Tuvalu,"Proportion of Population Using Improved Sanitation Facilities, Rural (%)",80.2,2013,6.2.1,TUV
Tuvalu,"Proportion of Population Using Improved Sanitation Facilities, Total (%)",83.31,2013,6.2.1,TUV
Tuvalu,"Proportion of Population Using Improved Sanitation Facilities, Urban (%)",86.26,2013,6.2.1,TUV
Tuvalu,Proportion of Population with Access to Electricity (%),98.53,2014,7.1.1,TUV
Tuvalu,Renewal Energy Share in the Total Final Energy Consumption (%),,,7.2.1,TUV
Tuvalu,"Number of ATMs (per 100,000 adults)",,,8.10.1,TUV
Tuvalu,"Number of Commercial Bank Branches (per 100,000 adults)",,,8.10.1,TUV
Tuvalu,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),,,8.10.2,TUV
Tuvalu,Annual Growth Rate of Real GDP per Employed Person (%),,,8.2.1,TUV
Tuvalu,"Unemployment Rate, Female (%)",,,8.5.2,TUV
Tuvalu,"Unemployment Rate, Male (%)",,,8.5.2,TUV
Tuvalu,"Unemployment Rate, Total (%)",,,8.5.2,TUV
Tuvalu,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,TUV
Tuvalu,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,TUV
Tuvalu,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",,,8.6.1,TUV
Tuvalu,"CO2 Emissions, Million Metric Tons",,,9.4.1,TUV
Tuvalu,"CO2 Emissions, Per Unit of GDP (PPP)",,,9.4.1,TUV
Tuvalu,Total Official Flows for Infrastructure (constant 2014 $ million),25.51,2015,9.a.1,TUV
Tuvalu,"Proportion of Population Covered by Mobile Network, 2G (%)",,,9.c.1,TUV
Tuvalu,"Proportion of Population Covered by Mobile Network, 3G (%)",,,9.c.1,TUV
Tuvalu,"Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",,,9.c.1,TUV
Tuvalu,Annual Change in Money Supply (%),,,,TUV
Tuvalu,"Central Government Finance, Expenditures (% of GDP)",125.97,2016,,TUV
Tuvalu,"Central Government Finance, Fiscal Balance (% of  GDP)",34.34,2016,,TUV
Tuvalu,"Central Government Finance, Revenues (% of GDP)",160.31,2016,,TUV
Tuvalu,Current Account Balance (% of GDP),5.6,2016,,TUV
Tuvalu,"External Debt, Total Outstanding (% of GNI)",28.55,2015,,TUV
Tuvalu,"External Debt, Total Outstanding ($ million)",17.64,2015,,TUV
Tuvalu,Gross Domestic Investment (% of GDP),,,,TUV
Tuvalu,Gross Domestic Product (GDP) Annual Growth Rate (%),2.6,2015,,TUV
Tuvalu,Gross Domestic Product (GDP) Annual Growth Rate (%),3,2016,,TUV
Tuvalu,Gross International Reserves ($ million),,,,TUV
Tuvalu,Growth Rate of Merchandise Exports (%),1.27,2016,,TUV
Tuvalu,Growth Rate of Merchandise Imports (%),14.02,2016,,TUV
Tuvalu,Inflation Rate (%),2,2016,,TUV
Tuvalu,"Per Capita Gross National Income (GNI), Atlas Method (%)",6230,2015,,TUV
Tuvalu,Trade Balance (% of GDP),-40.94,2016,,TUV
Tuvalu,"Value Added, Agriculture Annual Growth Rate (%)",,,,TUV
Tuvalu,"Value Added, Industry Annual Growth Rate (%)",,,,TUV
Tuvalu,"Value Added, Services Annual Growth Rate (%)",,,,TUV
Uzbekistan,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",49.65,2015,,UZB
Uzbekistan,Average Annual Population Growth Rate (%),1.63,2011-2016,,UZB
Uzbekistan,Gini Index (%),,,,UZB
Uzbekistan,"Land, Total Surface Area ('000  km2)",447.4,,,UZB
Uzbekistan,Population Density (persons per km2 of total surface area),71.1,2016,,UZB
Uzbekistan,Total Fertility Rate (births per woman),2.41,2015,,UZB
Uzbekistan,Total Population (million),31.81,2016,,UZB
Uzbekistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",,,1.1.1,UZB
Uzbekistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",,,1.1.1,UZB
Uzbekistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",,,1.1.1,UZB
Uzbekistan,Proportion of Population below $1.90 Purchasing Power Parity (%),,,1.1.1,UZB
Uzbekistan,Proportion of Population Living below the National Poverty Line (%),12.8,2015,1.2.1,UZB
Uzbekistan,Growth Rates of Household Expenditure or Income per Capita (%),,,10.1.1,UZB
Uzbekistan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),,,10.1.1,UZB
Uzbekistan,Proportion of Urban Population Living in Slums (%),,,11.1.1,UZB
Uzbekistan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),38.3,2014,11.6.2,UZB
Uzbekistan,"Material Footprint, Million Metric Tons",172.7,2010,12.2.1,UZB
Uzbekistan,"Material Footprint, Per Capita",6.22,2010,12.2.1,UZB
Uzbekistan,"Domestic Material Consumption, Million Metric Tons",244.99,2010,12.2.2,UZB
Uzbekistan,"Domestic Material Consumption, Per Capita",8.82,2010,12.2.2,UZB
Uzbekistan,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,UZB
Uzbekistan,Forest Area as a Proportion of Total Land Area (%),7.31,2015,15.1.1,UZB
Uzbekistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),,,16.9.1,UZB
Uzbekistan,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),4.65,2015,17.3.2,UZB
Uzbekistan,Debt Service as a Percentage of Exports of Goods and Services (%),,,17.4.1,UZB
Uzbekistan,Fixed Broadband Subscriptions (per 100 inhabitants),6.02,2015,17.6.2,UZB
Uzbekistan,Proportion of Individuals Using the Internet (%),42.8,2015,17.8.1,UZB
Uzbekistan,Prevalence of Undernourishment (%),<5.0,2014-2016,2.1.1,UZB
Uzbekistan,Prevalence of Stunting among Children under 5 Years of Age (%),,,2.2.1,UZB
Uzbekistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),,,2.2.2,UZB
Uzbekistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),,,2.2.2,UZB
Uzbekistan,"Maternal Mortality Ratio (per 100,000 live births)",36,2015,3.1.1,UZB
Uzbekistan,Proportion of Births Attended by Skilled Health Personnel (%),,,3.1.2,UZB
Uzbekistan,"Infant Mortality Rate (per 1,000 live births)",33.9,2015,3.2.1,UZB
Uzbekistan,"Under-5 Mortality Rate (per 1,000 live births)",39.1,2015,3.2.1,UZB
Uzbekistan,"Neonatal Mortality Rate (per 1,000 live births)",20.4,2015,3.2.2,UZB
Uzbekistan,"Number of New HIV Infections (per 1,000 uninfected population)",0.01,2015,3.3.1,UZB
Uzbekistan,"Tuberculosis Incidence (per 100,000 population)",79,2015,3.3.2,UZB
Uzbekistan,"Incidence of Malaria (per 1,000 population)",0,2013,3.3.3,UZB
Uzbekistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",31.03,2012,3.4.1,UZB
Uzbekistan,"Death Rate due to Road Traffic Injuries (per 100,000 population)",11.2,2013,3.6.1,UZB
