Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",55.8,%,2016,4.2.2,TLS
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",57.3,%,2016,4.2.2,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,2016,4.c.1,TLS
Timor-Leste,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,TLS
Timor-Leste,Proportion of Seats Held by Women in National Parliaments,32.3,%,2017,5.5.1,TLS
Timor-Leste,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,TLS
Timor-Leste,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,TLS
Timor-Leste,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,TLS
Timor-Leste,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,TLS
Timor-Leste,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,TLS
Timor-Leste,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,TLS
Timor-Leste,Proportion of Population with Access to Electricity,63.4,%,2016,7.1.1,TLS
Timor-Leste,Renewable Energy Share in the Total Final Energy Consumption,18.2,%,2015,7.2.1,TLS
Timor-Leste,Number of ATMs,6.4,"per 100,000 adults",2016,8.10.1,TLS
Timor-Leste,Number of Commercial Bank Branches,5,"per 100,000 adults",2016,8.10.1,TLS
Timor-Leste,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,TLS
Timor-Leste,Annual Growth Rate of Real GDP per Employed Person,3.7,%,2016,8.2.1,TLS
Timor-Leste,"Unemployment Rate, Female",4.5,%,2016,8.5.2,TLS
Timor-Leste,"Unemployment Rate, Male",2.9,%,2016,8.5.2,TLS
Timor-Leste,"Unemployment Rate, Total",3.4,%,2016,8.5.2,TLS
Timor-Leste,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",26.5,%,2013,8.6.1,TLS
Timor-Leste,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",22.1,%,2013,8.6.1,TLS
Timor-Leste,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",24.3,%,2013,8.6.1,TLS
Timor-Leste,"CO2 Emissions, Million Metric Tons",,,,9.4.1,TLS
Timor-Leste,"CO2 Emissions, Per Unit of GDP (PPP)",,,,9.4.1,TLS
Timor-Leste,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",55.4,"disbursements, constant 2015, $ million",2016,9.a.1,TLS
Timor-Leste,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",15.3,"disbursements, constant 2015, $ million",2016,9.a.1,TLS
Timor-Leste,"Proportion of Population Covered by Mobile Network, 2G",96.5,%,2016,9.c.1,TLS
Timor-Leste,"Proportion of Population Covered by Mobile Network, 3G",96.5,%,2016,9.c.1,TLS
Timor-Leste,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",,%,2016,9.c.1,TLS
Timor-Leste,Age Dependency Ratio,90,% of working-age population,2016,,TLS
Timor-Leste,Annual Change in Money Supply,12.1,%,2017,,TLS
Timor-Leste,Annual Growth Rate of Gross Domestic Product (GDP),5.3,%,2016,,TLS
Timor-Leste,Annual Growth Rate of Gross Domestic Product (GDP),-2,%,2017,,TLS
Timor-Leste,"Annual Real Growth Rates on Value Added, Agriculture",3,%,2016,,TLS
Timor-Leste,"Annual Real Growth Rates on Value Added, Industry",7.6,%,2016,,TLS
Timor-Leste,"Annual Real Growth Rates on Value Added, Services",5.9,%,2016,,TLS
Timor-Leste,Average Annual Population Growth Rate,2.1,%,2012-2017,,TLS
Timor-Leste,"Central Government Finance, Expenditure",79.6,% of GDP,2017,,TLS
Timor-Leste,"Central Government Finance, Fiscal Balance",-17.5,% of GDP,2017,,TLS
Timor-Leste,"Central Government Finance, Revenue",62.1,% of GDP,2017,,TLS
Timor-Leste,Current Account Balance,0.8,% of GDP,2017,,TLS
Timor-Leste,"External Debt, Total Outstanding",2.9,% of GNI,2016,,TLS
Timor-Leste,"External Debt, Total Outstanding",77,$ million,2016,,TLS
Timor-Leste,Gross Domestic Investment,32,% of GDP,2017,,TLS
Timor-Leste,Gross International Reserves,16062,$ million,2017,,TLS
Timor-Leste,Growth Rate of Merchandise Exports,-16.5,%,2017,,TLS
Timor-Leste,Growth Rate of Merchandise Imports,21.8,%,2017,,TLS
Timor-Leste,Inflation Rate,0.6,%,2017,,TLS
Timor-Leste,"Land, Total Surface Area",14.87,",000  km2",,,TLS
Timor-Leste,"Per Capita Gross National Income (GNI), Atlas Method",2060,$,2016,,TLS
Timor-Leste,Population Density,83,persons per km2 of surface area,2017,,TLS
Timor-Leste,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,30.3,%,2014,,TLS
Timor-Leste,Proportion of Population Living below the National Poverty Line,41.8,%,2014,,TLS
Timor-Leste,Total Fertility Rate,5.5,births per woman,2016,,TLS
Timor-Leste,Total Population,1.23,million,2017,,TLS
Timor-Leste,Trade Balance,-39.6,% of GDP,2017,,TLS
Tonga,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,TON
Tonga,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,TON
Tonga,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,TON
Tonga,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,TON
Tonga,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,TON
Tonga,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,TON
Tonga,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,,migrogram/m3,2014,11.6.2,TON
Tonga,"Material Footprint, Million Metric Tons ",0.8,,2010,12.2.1,TON
Tonga,"Material Footprint, Per Capita ",7.4,,2010,12.2.1,TON
Tonga,"Domestic Material Consumption, Million Metric Tons",0.8,,2010,12.2.2,TON
Tonga,"Domestic Material Consumption, Per Capita",7.4,,2010,12.2.2,TON
Tonga,Coverage of Protected Areas in Relation to Marine Areas,1.5,%,2016,14.5.1,TON
Tonga,Forest Area as a Proportion of Total Land Area,12.5,%,2015,15.1.1,TON
Tonga,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,93.4,%,2012,16.9.1,TON
Tonga,Volume of Remittances in US Dollars as a Proportion of Total GDP,20,%,2016,17.3.2,TON
Tonga,Debt Service as a Percentage of Exports of Goods and Services,16.2,%,2016,17.4.1,TON
Tonga,Prevalence of Undernourishment,,%,2014-2016,2.1.1,TON
Tonga,Prevalence of Stunting among Children under 5 Years of Age,8.1,%,2012,2.1.1,TON
Tonga,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,17.3,%,2012,2.2.2,TON
Tonga,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.2,%,2012,2.2.2,TON
Tonga,Maternal Mortality Ratio,124,"per 100,000 live births",2015,3.1.1,TON
Tonga,Under-5 Mortality Rate,16,"per 1,000 live births",2016,3.2.1,TON
Tonga,Neonatal Mortality Rate,7,"per 1,000 live births",2016,3.2.2,TON
Tonga,Tuberculosis Incidence,9,"per 100,000 population",2016,3.3.2,TON
Tonga,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.1,%,2015,3.4.1,TON
Tonga,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,2016,4.2.2,TON
Tonga,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,2016,4.2.2,TON
Tonga,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,2016,4.2.2,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,%,2012,4.c.1,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",97.1,%,2014,4.c.1,TON
Tonga,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,TON
Tonga,Proportion of Seats Held by Women in National Parliaments,7.4,%,2017,5.5.1,TON
Tonga,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,TON
Tonga,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,TON
Tonga,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,TON
Tonga,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,TON
Tonga,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,TON
Tonga,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,TON
Tonga,Proportion of Population with Access to Electricity,97,%,2016,7.1.1,TON
Tonga,Renewable Energy Share in the Total Final Energy Consumption,1.9,%,2015,7.2.1,TON
Tonga,Number of ATMs,28.2,"per 100,000 adults",2015,8.10.1,TON
Tonga,Number of Commercial Bank Branches,29.7,"per 100,000 adults",2015,8.10.1,TON
Tonga,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,TON
Tonga,Annual Growth Rate of Real GDP per Employed Person,1.2,%,2016,8.2.1,TON
Tonga,"Unemployment Rate, Female",1.1,%,2016,8.5.2,TON
Tonga,"Unemployment Rate, Male",1.2,%,2016,8.5.2,TON
Tonga,"Unemployment Rate, Total",1.1,%,2016,8.5.2,TON
Tonga,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",,%,2016,8.6.1,TON
Tonga,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",,%,2016,8.6.1,TON
Tonga,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",,%,2016,8.6.1,TON
Tonga,"CO2 Emissions, Million Metric Tons",,,,9.4.1,TON
Tonga,"CO2 Emissions, Per Unit of GDP (PPP)",,,,9.4.1,TON
Tonga,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",30.9,"disbursements, constant 2015, $ million",2016,9.a.1,TON
Tonga,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",,"disbursements, constant 2015, $ million",2016,9.a.1,TON
Tonga,"Proportion of Population Covered by Mobile Network, 2G",92,%,2015,9.c.1,TON
Tonga,"Proportion of Population Covered by Mobile Network, 3G",95,%,2016,9.c.1,TON
Tonga,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",41.1,%,2016,9.c.1,TON
Tonga,Age Dependency Ratio,73,% of working-age population,2016,,TON
Tonga,Annual Change in Money Supply,12.6,%,2016,,TON
Tonga,Annual Growth Rate of Gross Domestic Product (GDP),3.1,%,2016,,TON
Tonga,Annual Growth Rate of Gross Domestic Product (GDP),2.8,%,2017,,TON
Tonga,"Annual Real Growth Rates on Value Added, Agriculture",3.1,%,2014,,TON
Tonga,"Annual Real Growth Rates on Value Added, Industry",1.3,%,2014,,TON
Tonga,"Annual Real Growth Rates on Value Added, Services",1.6,%,2014,,TON
Tonga,Average Annual Population Growth Rate,0,%,2012-2017,,TON
Tonga,"Central Government Finance, Expenditure",44.9,% of GDP,2017,,TON
Tonga,"Central Government Finance, Fiscal Balance",-0.4,% of GDP,2017,,TON
Tonga,"Central Government Finance, Revenue",44.5,% of GDP,2017,,TON
Tonga,Current Account Balance,-12.2,% of GDP,2017,,TON
Tonga,"External Debt, Total Outstanding",39.7,% of GNI,2016,,TON
Tonga,"External Debt, Total Outstanding",173,$ million,2016,,TON
Tonga,Gross Domestic Investment,22.8,% of GDP,2014,,TON
Tonga,Gross International Reserves,170,$ million,2017,,TON
Tonga,Growth Rate of Merchandise Exports,5,%,2017,,TON
Tonga,Growth Rate of Merchandise Imports,15.9,%,2017,,TON
Tonga,Inflation Rate,7.4,%,2017,,TON
Tonga,"Land, Total Surface Area",0.75,",000  km2",,,TON
Tonga,"Per Capita Gross National Income (GNI), Atlas Method",4060,$,2016,,TON
Tonga,Population Density,137,persons per km2 of surface area,2017,,TON
Tonga,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,,%,2016,,TON
Tonga,Proportion of Population Living below the National Poverty Line,22.1,%,2015,,TON
Tonga,Total Fertility Rate,3.6,births per woman,2016,,TON
Tonga,Total Population,0.1,million,2017,,TON
Tonga,Trade Balance,-50,% of GDP,2017,,TON
Turkmenistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",0.2,%,2017,1.1.1,TKM
Turkmenistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",1.2,%,2017,1.1.1,TKM
Turkmenistan,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",0.8,%,2017,1.1.1,TKM
Turkmenistan,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,TKM
Turkmenistan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,TKM
Turkmenistan,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,TKM
Turkmenistan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,26.2,migrogram/m3,2014,11.6.2,TKM
Turkmenistan,"Material Footprint, Million Metric Tons ",66.7,,2010,12.2.1,TKM
Turkmenistan,"Material Footprint, Per Capita ",13.2,,2010,12.2.1,TKM
Turkmenistan,"Domestic Material Consumption, Million Metric Tons",59.3,,2010,12.2.2,TKM
Turkmenistan,"Domestic Material Consumption, Per Capita",11.8,,2010,12.2.2,TKM
Turkmenistan,Coverage of Protected Areas in Relation to Marine Areas,3,%,2016,14.5.1,TKM
Turkmenistan,Forest Area as a Proportion of Total Land Area,8.8,%,2015,15.1.1,TKM
Turkmenistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.6,%,2016,16.9.1,TKM
Turkmenistan,Volume of Remittances in US Dollars as a Proportion of Total GDP,0,%,2016,17.3.2,TKM
Turkmenistan,Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,TKM
Turkmenistan,Prevalence of Undernourishment,5.5,%,2014-2016,2.1.1,TKM
Turkmenistan,Prevalence of Stunting among Children under 5 Years of Age,11.5,%,2015,2.1.1,TKM
Turkmenistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,5.9,%,2015,2.2.2,TKM
Turkmenistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,4.2,%,2015,2.2.2,TKM
Turkmenistan,Maternal Mortality Ratio,42,"per 100,000 live births",2015,3.1.1,TKM
Turkmenistan,Under-5 Mortality Rate,51,"per 1,000 live births",2016,3.2.1,TKM
Turkmenistan,Neonatal Mortality Rate,22,"per 1,000 live births",2016,3.2.2,TKM
Turkmenistan,Tuberculosis Incidence,60,"per 100,000 population",2016,3.3.2,TKM
Turkmenistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",34.5,%,2015,3.4.1,TKM
Turkmenistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,2016,4.2.2,TKM
Turkmenistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,2016,4.2.2,TKM
Turkmenistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,2016,4.2.2,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,%,2016,4.c.1,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,%,2016,4.c.1,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,%,2016,4.c.1,TKM
Turkmenistan,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,%,2016,4.c.1,TKM
Turkmenistan,Proportion of Seats Held by Women in National Parliaments,24.8,%,2017,5.5.1,TKM
Turkmenistan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",86.8,%,2015,6.1.1,TKM
Turkmenistan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",86.1,%,2015,6.1.1,TKM
Turkmenistan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",85.5,%,2015,6.1.1,TKM
Turkmenistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,TKM
Turkmenistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,TKM
Turkmenistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,TKM
Turkmenistan,Proportion of Population with Access to Electricity,100,%,2016,7.1.1,TKM
Turkmenistan,Renewable Energy Share in the Total Final Energy Consumption,0,%,2015,7.2.1,TKM
Turkmenistan,Number of ATMs,,"per 100,000 adults",2016,8.10.1,TKM
Turkmenistan,Number of Commercial Bank Branches,,"per 100,000 adults",2016,8.10.1,TKM
Turkmenistan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,40.6,%,2017,8.10.2,TKM
