Regional Economy,Statistic,Value,Footnote,Year,Unit of Measurement,Sustainable Development Goal,ADB Code
Tajikistan,Domestic Material Consumption,3.5,,2017,Per Capita,12.2.2,TAJ
Tajikistan,Forest Area as a Proportion of Total Land Area,3.1,,2020,%,15.1.1,TAJ
Tajikistan,"Government Finance, Expenditure",30.2,,2020,% of  GDP,,TAJ
Tajikistan,"Government Finance, Fiscal Balance",-3,,2020,% of  GDP,,TAJ
Tajikistan,"Government Finance, Revenue",27.2,,2020,% of  GDP,,TAJ
Tajikistan,Gross Domestic Investment,19,6,2018,% of GDP,,TAJ
Tajikistan,Gross International Reserves,1385,7,2019,$ million,,TAJ
Tajikistan,Growth Rate of Merchandise Exports,19.8,,2020,%,,TAJ
Tajikistan,Growth Rate of Merchandise Imports,-5.9,,2020,%,,TAJ
Tajikistan,Growth Rates of Household Expenditure or Income per Capita,…,,,%,10.1.1,TAJ
Tajikistan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,,%,10.1.1,TAJ
Tajikistan,Inflation Rate,9.4,,2020,%,,TAJ
Tajikistan,Material Footprint,33,,2017,Million Metric Tons,12.2.1,TAJ
Tajikistan,Material Footprint,3.7,,2017,Per Capita,12.2.1,TAJ
Tajikistan,Maternal Mortality Ratio,17,,2017,"per 100,000 live births",3.1.1,TAJ
Tajikistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",28.3,,2019,%,3.4.1,TAJ
Tajikistan,Neonatal Mortality Rate,15,,2019,"per 1,000 live births",3.2.2,TAJ
Tajikistan,Nominal Gross Domestic Product,7.9,,2020,$ billion,,TAJ
Tajikistan,Number of ATMs,10.5,1,2013,"per 100,000 adults",8.10.1,TAJ
Tajikistan,Number of Commercial Bank Branches,22.9,6,2018,"per 100,000 adults",8.10.1,TAJ
Tajikistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",11.6,5,2017,%,4.2.2,TAJ
Tajikistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",13.4,5,2017,%,4.2.2,TAJ
Tajikistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",12.5,5,2017,%,4.2.2,TAJ
Tajikistan,"Per Capita Gross National Income (GNI), Atlas Method",1030,,2019,$,,TAJ
Tajikistan,Population Density,67,,2020,persons per km2 of surface area,,TAJ
Tajikistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3.3,5,2017,%,2.2.1,TAJ
Tajikistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.6,5,2017,%,2.2.1,TAJ
Tajikistan,Prevalence of Stunting among Children under 5 Years of Age,17.5,5,2017,%,2.2.1,TAJ
Tajikistan,Prevalence of Undernourishment,…,,2017-2019,%,2.1.1,TAJ
Tajikistan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,47,,2017,%,8.10.2,TAJ
Tajikistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,95.8,5,2017,%,16.9.1,TAJ
Tajikistan,"Proportion of Employed Population below $1.90 PPP a Day, Female",2.3,,2019,%,1.1.1,TAJ
Tajikistan,"Proportion of Employed Population below $1.90 PPP a Day, Male",1.4,,2019,%,1.1.1,TAJ
Tajikistan,"Proportion of Employed Population below $1.90 PPP a Day, Total",1.7,,2019,%,1.1.1,TAJ
Tajikistan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,4.1,3,2015,%,,TAJ
Tajikistan,"Proportion of Population Covered by Mobile Network, 2G",90,5,2017,%,9.c.1,TAJ
Tajikistan,"Proportion of Population Covered by Mobile Network, 3G",90,5,2017,%,9.c.1,TAJ
Tajikistan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",80,5,2017,%,9.c.1,TAJ
Tajikistan,Proportion of Population Living below the National Poverty Line,26.3,,2019,%,,TAJ
Tajikistan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,TAJ
Tajikistan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",47.9,,2017,%,6.1.1,TAJ
Tajikistan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,TAJ
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,TAJ
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,TAJ
Tajikistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,TAJ
Tajikistan,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,TAJ
Tajikistan,Proportion of Seats Held by Women in National Parliaments,23.8,,2020,%,5.5.1,TAJ
Tajikistan,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",…,,2019,%,4.c.1,TAJ
Tajikistan,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",100,4,2016,%,4.c.1,TAJ
Tajikistan,"Proportion of Teachers with the Minimum Required Qualifications, Primary",100,5,2017,%,4.c.1,TAJ
Tajikistan,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",…,,2019,%,4.c.1,TAJ
Tajikistan,Renewable Energy Share in the Total Final Energy Consumption,39.5,,2018,%,7.2.1,TAJ
Tajikistan,Surface Area,141.4,,2018,'000  km2,,TAJ
Tajikistan,Total Fertility Rate,3.6,,2018,births per woman,,TAJ
Tajikistan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",150.7,,2019,"disbursements, constant 2018, $ million",9.a.1,TAJ
Tajikistan,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",76,,2019,"disbursements, constant 2018, $ million",9.a.1,TAJ
Tajikistan,"Total Outstanding, External Debt",3191.6,,2020,$ million,,TAJ
Tajikistan,"Total Outstanding, External Debt",30.6,,2019,% of GNI,,TAJ
Tajikistan,Total Population,9.4,,2000,million,,TAJ
Tajikistan,Trade Balance,-21.9,,2020,% of GDP,,TAJ
Tajikistan,Tuberculosis Incidence,83,,2019,"per 100,000 population",3.3.2,TAJ
Tajikistan,Under-5 Mortality Rate,33.8,,2019,"per 1,000 live births",3.2.1,TAJ
Tajikistan,"Unemployment Rate, by Sex, Female",5.2,,2019,%,8.5.2,TAJ
Tajikistan,"Unemployment Rate, by Sex, Male",7.5,,2019,%,8.5.2,TAJ
Tajikistan,"Unemployment Rate, by Sex, Total",7.5,,2020,%,8.5.2,TAJ
Tajikistan,Volume of Remittances in United States Dollars as a Proportion of Total GDP,28.6,,2019,%,17.3.2,TAJ
Thailand,Age Dependency Ratio,41.9,,2020,% of working-age population,,THA
Thailand,Annual Change in Money Supply,10.1,,2020,%,,THA
Thailand,Annual Growth Rate of GDP,-6.1,,2020,%,,THA
Thailand,Annual Growth Rate of Real GDP per Employed Person,3,,2019,%,8.2.1,THA
Thailand,"Annual Real Growth Rates on Value Added, Agriculture",-3.4,,2020,%,,THA
Thailand,"Annual Real Growth Rates on Value Added, Industry",-5.3,,2020,%,,THA
Thailand,"Annual Real Growth Rates on Value Added, Services",-6.9,,2020,%,,THA
Thailand,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,26.6,,2016,μg/m3,11.6.2,THA
Thailand,Average Annual Population Growth Rate,0.5,,2015-2020,%,,THA
Thailand,CO2 Emissions,241,,2018,Million Metric Tons,9.4.1,THA
Thailand,CO2 Emissions,0.2,,2018,Per Unit of GDP (PPP),9.4.1,THA
Thailand,Coverage of Protected Areas in Relation to Marine Areas,4.4,,2020,%,14.5.1,THA
Thailand,Current Account Balance,3.2,,2020,% of GDP,,THA
Thailand,Debt Service as a Percentage of Exports of Goods and Services,0.5,,2019,%,17.4.1,THA
Thailand,Domestic Material Consumption,879.1,,2017,Million Metric Tons,12.2.2,THA
Thailand,Domestic Material Consumption,12.7,,2017,Per Capita,12.2.2,THA
Thailand,Forest Area as a Proportion of Total Land Area,38.9,,2020,%,15.1.1,THA
Thailand,"Government Finance, Expenditure",19.3,,2020,% of  GDP,,THA
Thailand,"Government Finance, Fiscal Balance",-6.1,,2020,% of  GDP,,THA
Thailand,"Government Finance, Revenue",14.7,,2020,% of  GDP,,THA
Thailand,Gross Domestic Investment,23.9,,2020,% of GDP,,THA
Thailand,Gross International Reserves,247578.6,,2020,$ million,,THA
Thailand,Growth Rate of Merchandise Exports,-6.6,,2020,%,,THA
Thailand,Growth Rate of Merchandise Imports,-13.5,,2020,%,,THA
Thailand,Growth Rates of Household Expenditure or Income per Capita,0.1,,2015-2019,%,10.1.1,THA
Thailand,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,0.7,,2015-2019,%,10.1.1,THA
Thailand,Inflation Rate,-0.8,,2020,%,,THA
Thailand,Material Footprint,1033.1,,2017,Million Metric Tons,12.2.1,THA
Thailand,Material Footprint,15,,2017,Per Capita,12.2.1,THA
Thailand,Maternal Mortality Ratio,37,,2017,"per 100,000 live births",3.1.1,THA
Thailand,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",13.7,,2019,%,3.4.1,THA
Thailand,Neonatal Mortality Rate,5.3,,2019,"per 1,000 live births",3.2.2,THA
Thailand,Nominal Gross Domestic Product,501.7,,2020,$ billion,,THA
Thailand,Number of ATMs,115.1,,2019,"per 100,000 adults",8.10.1,THA
Thailand,Number of Commercial Bank Branches,11.2,,2019,"per 100,000 adults",8.10.1,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",98.7,,2019,%,4.2.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",98.8,,2019,%,4.2.2,THA
Thailand,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",98.7,,2019,%,4.2.2,THA
Thailand,"Per Capita Gross National Income (GNI), Atlas Method",7260,,2019,$,,THA
Thailand,Population Density,136,,2020,persons per km2 of surface area,,THA
Thailand,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,8.2,4,2016,%,2.2.1,THA
Thailand,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.4,4,2016,%,2.2.1,THA
Thailand,Prevalence of Stunting among Children under 5 Years of Age,10.5,4,2016,%,2.2.1,THA
Thailand,Prevalence of Undernourishment,9.3,,2017-2019,%,2.1.1,THA
Thailand,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,81.6,,2017,%,8.10.2,THA
Thailand,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,99.8,,2019,%,16.9.1,THA
Thailand,"Proportion of Employed Population below $1.90 PPP a Day, Female",0,,2019,%,1.1.1,THA
Thailand,"Proportion of Employed Population below $1.90 PPP a Day, Male",0,,2019,%,1.1.1,THA
Thailand,"Proportion of Employed Population below $1.90 PPP a Day, Total",0,,2019,%,1.1.1,THA
Thailand,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.1,7,2019,%,,THA
Thailand,"Proportion of Population Covered by Mobile Network, 2G",98,,2019,%,9.c.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, 3G",98,,2019,%,9.c.1,THA
Thailand,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",98,,2019,%,9.c.1,THA
Thailand,Proportion of Population Living below the National Poverty Line,6.2,,2019,%,,THA
Thailand,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Drinking Water Services, Total",…,,2017,%,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,THA
Thailand,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,THA
Thailand,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,THA
Thailand,Proportion of Seats Held by Women in National Parliaments,15.8,,2020,%,5.5.1,THA
Thailand,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",100,,2019,%,4.c.1,THA
Thailand,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",…,,2019,%,4.c.1,THA
Thailand,"Proportion of Teachers with the Minimum Required Qualifications, Primary",100,,2019,%,4.c.1,THA
Thailand,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",100,,2019,%,4.c.1,THA
Thailand,Renewable Energy Share in the Total Final Energy Consumption,23.7,,2018,%,7.2.1,THA
Thailand,Surface Area,513.1,,2018,'000  km2,,THA
Thailand,Total Fertility Rate,1.5,,2018,births per woman,,THA
Thailand,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",252.5,,2019,"disbursements, constant 2018, $ million",9.a.1,THA
Thailand,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",114.1,,2019,"disbursements, constant 2018, $ million",9.a.1,THA
Thailand,"Total Outstanding, External Debt",190009.7,,2020,$ million,,THA
Thailand,"Total Outstanding, External Debt",34,,2019,% of GNI,,THA
Thailand,Total Population,69.7,,2000,million,,THA
Thailand,Trade Balance,7.9,,2020,% of GDP,,THA
Thailand,Tuberculosis Incidence,150,,2019,"per 100,000 population",3.3.2,THA
Thailand,Under-5 Mortality Rate,9,,2019,"per 1,000 live births",3.2.1,THA
Thailand,"Unemployment Rate, by Sex, Female",0.7,,2019,%,8.5.2,THA
Thailand,"Unemployment Rate, by Sex, Male",0.7,,2019,%,8.5.2,THA
Thailand,"Unemployment Rate, by Sex, Total",1,,2020,%,8.5.2,THA
Thailand,Volume of Remittances in United States Dollars as a Proportion of Total GDP,1.5,,2019,%,17.3.2,THA
Timor-Leste,Age Dependency Ratio,69.8,,2020,% of working-age population,,TIM
Timor-Leste,Annual Change in Money Supply,-5.4,,2020,%,,TIM
Timor-Leste,Annual Growth Rate of GDP,-7.9,,2020,%,,TIM
Timor-Leste,Annual Growth Rate of Real GDP per Employed Person,0.5,,2019,%,8.2.1,TIM
Timor-Leste,"Annual Real Growth Rates on Value Added, Agriculture",-7.9,,2020,%,,TIM
Timor-Leste,"Annual Real Growth Rates on Value Added, Industry",-7.9,,2020,%,,TIM
Timor-Leste,"Annual Real Growth Rates on Value Added, Services",-7.9,,2020,%,,TIM
Timor-Leste,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,18.2,,2016,μg/m3,11.6.2,TIM
Timor-Leste,Average Annual Population Growth Rate,2.1,,2015-2020,%,,TIM
Timor-Leste,CO2 Emissions,…,,2018,Million Metric Tons,9.4.1,TIM
Timor-Leste,CO2 Emissions,…,,2018,Per Unit of GDP (PPP),9.4.1,TIM
Timor-Leste,Coverage of Protected Areas in Relation to Marine Areas,1.4,,2020,%,14.5.1,TIM
Timor-Leste,Current Account Balance,-19.3,,2020,% of GDP,,TIM
Timor-Leste,Debt Service as a Percentage of Exports of Goods and Services,0.5,,2019,%,17.4.1,TIM
Timor-Leste,Domestic Material Consumption,10,,2017,Million Metric Tons,12.2.2,TIM
Timor-Leste,Domestic Material Consumption,7.7,,2017,Per Capita,12.2.2,TIM
Timor-Leste,Forest Area as a Proportion of Total Land Area,61.9,,2020,%,15.1.1,TIM
Timor-Leste,"Government Finance, Expenditure",72.7,,2020,% of  GDP,,TIM
Timor-Leste,"Government Finance, Fiscal Balance",-9,,2020,% of  GDP,,TIM
Timor-Leste,"Government Finance, Revenue",63.7,,2020,% of  GDP,,TIM
Timor-Leste,Gross Domestic Investment,16,,2020,% of GDP,,TIM
Timor-Leste,Gross International Reserves,19646.9,,2020,$ million,,TIM
Timor-Leste,Growth Rate of Merchandise Exports,-33,,2020,%,,TIM
Timor-Leste,Growth Rate of Merchandise Imports,-11,,2020,%,,TIM
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita,…,,,%,10.1.1,TIM
Timor-Leste,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,,%,10.1.1,TIM
Timor-Leste,Inflation Rate,0.5,,2020,%,,TIM
Timor-Leste,Material Footprint,…,,2017,Million Metric Tons,12.2.1,TIM
Timor-Leste,Material Footprint,…,,2017,Per Capita,12.2.1,TIM
Timor-Leste,Maternal Mortality Ratio,142,,2017,"per 100,000 live births",3.1.1,TIM
Timor-Leste,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",19.9,,2019,%,3.4.1,TIM
Timor-Leste,Neonatal Mortality Rate,19.6,,2019,"per 1,000 live births",3.2.2,TIM
Timor-Leste,Nominal Gross Domestic Product,1.6,,2020,$ billion,,TIM
Timor-Leste,Number of ATMs,8.9,,2019,"per 100,000 adults",8.10.1,TIM
Timor-Leste,Number of Commercial Bank Branches,6.2,,2019,"per 100,000 adults",8.10.1,TIM
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",51.8,,2019,%,4.2.2,TIM
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",48.7,,2019,%,4.2.2,TIM
Timor-Leste,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",50.2,,2019,%,4.2.2,TIM
Timor-Leste,"Per Capita Gross National Income (GNI), Atlas Method",2020,,2019,$,,TIM
Timor-Leste,Population Density,88,,2020,persons per km2 of surface area,,TIM
Timor-Leste,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.6,1,2013,%,2.2.1,TIM
Timor-Leste,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.9,1,2013,%,2.2.1,TIM
Timor-Leste,Prevalence of Stunting among Children under 5 Years of Age,51.7,1,2013,%,2.2.1,TIM
Timor-Leste,Prevalence of Undernourishment,30.9,,2017-2019,%,2.1.1,TIM
Timor-Leste,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,2017,%,8.10.2,TIM
Timor-Leste,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,60.4,4,2016,%,16.9.1,TIM
Timor-Leste,"Proportion of Employed Population below $1.90 PPP a Day, Female",15.5,,2019,%,1.1.1,TIM
Timor-Leste,"Proportion of Employed Population below $1.90 PPP a Day, Male",17.4,,2019,%,1.1.1,TIM
Timor-Leste,"Proportion of Employed Population below $1.90 PPP a Day, Total",16.6,,2019,%,1.1.1,TIM
